@RELATION dataset
@ATTRIBUTE frequency NUMERIC
@ATTRIBUTE time STRING
@ATTRIBUTE expenses NUMERIC
@ATTRIBUTE motivation STRING
@ATTRIBUTE taste NUMERIC
@ATTRIBUTE hygiene NUMERIC
@ATTRIBUTE menu NUMERIC
@ATTRIBUTE presentation NUMERIC
@ATTRIBUTE attendance NUMERIC
@ATTRIBUTE ingredients NUMERIC
@ATTRIBUTE place.to.sit NUMERIC
@ATTRIBUTE takeaway NUMERIC
@ATTRIBUTE variation NUMERIC
@ATTRIBUTE stop.strucks NUMERIC
@ATTRIBUTE schedule NUMERIC
@ATTRIBUTE gender STRING
@ATTRIBUTE age.group NUMERIC
@ATTRIBUTE scholarity NUMERIC
@ATTRIBUTE average.income NUMERIC
@ATTRIBUTE has.work NUMERIC
@ATTRIBUTE marital.status STRING
@ATTRIBUTE street_food STRING
@ATTRIBUTE gourmet STRING
@ATTRIBUTE italian_food STRING
@ATTRIBUTE brazilian_food STRING
@ATTRIBUTE mexican_food STRING
@ATTRIBUTE chinese_food STRING
@ATTRIBUTE japanese_food STRING
@ATTRIBUTE arabic_food STRING
@ATTRIBUTE snacks STRING
@ATTRIBUTE healthy_food STRING
@ATTRIBUTE fitness_food STRING
@ATTRIBUTE sweets_desserts STRING
@DATA
0.0,b'happy_hour',20.0,b'by_chance',5.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,b'F',2.0,1.5,3.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',15.0,b'by_chance',4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,b'F',6.0,3.0,3.0,1.0,b'single',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'happy_hour',20.0,b'web',4.0,3.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,b'M',1.0,1.5,4.0,0.0,b'single',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
1.0,b'dinner',20.0,b'friend',5.0,5.0,3.0,3.0,5.0,5.0,1.0,1.0,2.0,5.0,2.0,b'M',2.0,1.5,3.0,0.0,b'single',b'1',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
0.0,b'dawn',20.0,b'social_network',5.0,4.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,b'M',4.0,2.0,4.0,0.0,b'single',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0'
0.0,b'dawn',15.0,b'by_chance',5.0,5.0,2.0,4.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,b'M',2.0,1.5,2.0,1.0,b'single',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
1.0,b'dinner',30.0,b'social_network',5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,b'F',2.0,1.0,6.0,0.0,b'single',b'1',b'1',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
1.0,b'dinner',30.0,b'friend',5.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,b'M',1.0,1.5,5.0,0.0,b'single',b'1',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'1'
1.0,b'dinner',20.0,b'friend',5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,1.0,b'M',2.0,1.5,3.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'lunch',20.0,b'social_network',2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,b'M',6.0,3.0,3.0,1.0,b'married',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',20.0,b'friend',4.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,b'M',2.0,1.0,2.0,0.0,b'single',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1'
0.0,b'dawn',20.0,b'web',5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,b'M',2.0,1.0,4.0,0.0,b'single',b'1',b'1',b'0',b'0',b'1',b'0',b'1',b'1',b'0',b'0',b'0',b'0'
1.0,b'happy_hour',30.0,b'social_network',5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,5.0,b'M',3.0,2.0,5.0,1.0,b'single',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
1.0,b'happy_hour',15.0,b'friend',5.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,b'M',1.0,1.5,1.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
1.0,b'happy_hour',20.0,b'friend',5.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,b'F',2.0,1.5,3.0,0.0,b'single',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
0.0,b'happy_hour',30.0,b'friend',5.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,1.0,b'M',2.0,1.5,4.0,0.0,b'single',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1'
1.0,b'happy_hour',20.0,b'social_network',5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,b'F',2.0,1.5,2.0,0.0,b'single',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0'
2.0,b'dawn',20.0,b'friend',5.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,b'F',1.0,1.0,3.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
1.0,b'happy_hour',20.0,b'friend',4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,b'M',1.0,1.5,1.0,0.0,b'single',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
1.0,b'dinner',20.0,b'social_network',4.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,b'M',2.0,1.5,1.0,0.0,b'single',b'1',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'afternoon',20.0,b'by_chance',5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,1.0,b'F',1.0,1.0,1.0,1.0,b'single',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0'
0.0,b'afternoon',15.0,b'friend',5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,b'M',2.0,1.0,1.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',15.0,b'by_chance',4.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,b'M',2.0,2.0,1.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',15.0,b'by_chance',5.0,5.0,1.0,4.0,4.0,2.0,3.0,5.0,3.0,2.0,1.0,b'F',2.0,1.5,1.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',15.0,b'friend',5.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,b'F',2.0,1.5,3.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',20.0,b'by_chance',3.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,b'M',1.0,1.5,1.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'afternoon',15.0,b'web',2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,1.0,b'F',1.0,1.0,1.0,0.0,b'single',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
1.0,b'dinner',20.0,b'social_network',5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,b'F',1.0,1.5,3.0,0.0,b'single',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
1.0,b'dinner',20.0,b'social_network',5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,1.0,b'F',2.0,2.0,1.0,1.0,b'single',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
1.0,b'dinner',15.0,b'friend',5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,b'M',3.0,3.0,5.0,1.0,b'married',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'1'
0.0,b'dinner',20.0,b'social_network',5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,b'F',3.0,1.5,1.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',20.0,b'social_network',5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,b'F',2.0,2.0,5.0,0.0,b'single',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
3.0,b'dawn',15.0,b'by_chance',5.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,b'M',2.0,1.5,6.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1'
0.0,b'dinner',20.0,b'by_chance',4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,b'M',1.0,1.5,3.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
0.0,b'dinner',20.0,b'friend',5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,b'F',4.0,2.0,4.0,0.0,b'married',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',20.0,b'social_network',5.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,b'M',2.0,1.5,4.0,0.0,b'single',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0'
0.0,b'dinner',30.0,b'web',5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,b'F',4.0,2.0,6.0,1.0,b'married',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',20.0,b'by_chance',5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,b'F',2.0,1.5,1.0,0.0,b'married',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
0.0,b'dinner',20.0,b'friend',5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,b'M',2.0,1.5,3.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',30.0,b'friend',5.0,4.0,2.0,5.0,5.0,4.0,5.0,3.0,2.0,1.0,1.0,b'F',2.0,2.0,2.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'happy_hour',20.0,b'by_chance',5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,b'F',2.0,1.5,2.0,0.0,b'single',b'1',b'1',b'1',b'0',b'0',b'1',b'1',b'1',b'0',b'0',b'0',b'0'
0.0,b'dawn',15.0,b'friend',2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,b'M',2.0,2.0,4.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
1.0,b'dinner',30.0,b'friend',5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,3.0,b'F',2.0,1.5,3.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
3.0,b'dinner',15.0,b'social_network',5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,b'M',2.0,1.5,5.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
1.0,b'dinner',20.0,b'social_network',5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,b'F',2.0,1.5,4.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1'
0.0,b'dinner',15.0,b'social_network',5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,b'M',2.0,1.5,3.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
0.0,b'dawn',15.0,b'social_network',5.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,1.0,b'M',3.0,4.0,4.0,1.0,b'single',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
1.0,b'dawn',15.0,b'by_chance',5.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,b'F',4.0,2.0,4.0,1.0,b'single',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
0.0,b'dinner',20.0,b'friend',5.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,b'F',2.0,1.5,4.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',20.0,b'social_network',5.0,5.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,b'M',2.0,1.5,6.0,1.0,b'single',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
1.0,b'dinner',20.0,b'social_network',5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,b'F',2.0,2.0,4.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
1.0,b'dinner',20.0,b'friend',5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,1.0,4.0,b'F',2.0,1.0,1.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1'
1.0,b'dawn',20.0,b'social_network',5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,b'M',2.0,2.0,6.0,0.0,b'single',b'1',b'1',b'1',b'1',b'1',b'1',b'1',b'1',b'0',b'0',b'0',b'1'
0.0,b'dawn',20.0,b'by_chance',4.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,1.0,2.0,b'M',2.0,1.5,3.0,1.0,b'single',b'0',b'0',b'0',b'0',b'1',b'1',b'1',b'1',b'0',b'0',b'0',b'0'
0.0,b'dinner',15.0,b'web',5.0,4.0,3.0,5.0,5.0,4.0,2.0,3.0,3.0,1.0,2.0,b'F',2.0,1.5,5.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',15.0,b'by_chance',4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,1.0,b'M',2.0,1.5,1.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dawn',30.0,b'social_network',5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,1.0,1.0,b'F',4.0,1.5,4.0,0.0,b'married',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',20.0,b'by_chance',4.0,5.0,2.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,b'F',2.0,1.5,3.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
2.0,b'happy_hour',20.0,b'web',5.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,b'F',1.0,1.5,6.0,0.0,b'single',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
0.0,b'dinner',20.0,b'by_chance',4.0,4.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,b'M',4.0,5.0,4.0,0.0,b'married',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0'
1.0,b'dinner',15.0,b'friend',5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,b'F',2.0,2.0,5.0,1.0,b'married',b'1',b'1',b'1',b'1',b'1',b'1',b'1',b'1',b'0',b'1',b'1',b'1'
0.0,b'dinner',30.0,b'social_network',5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,b'F',2.0,1.5,6.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1'
0.0,b'lunch',15.0,b'by_chance',5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,b'F',2.0,1.5,1.0,0.0,b'single',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'1',b'0'
1.0,b'dinner',20.0,b'social_network',5.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,b'F',2.0,1.5,5.0,0.0,b'single',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',20.0,b'friend',5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,b'M',7.0,5.0,4.0,1.0,b'single',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0'
1.0,b'happy_hour',20.0,b'social_network',5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,b'F',2.0,2.0,4.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',20.0,b'friend',5.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,1.0,b'M',3.0,1.5,6.0,0.0,b'single',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'happy_hour',30.0,b'web',5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,2.0,b'M',2.0,1.5,2.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
0.0,b'dinner',20.0,b'by_chance',5.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,b'M',4.0,1.5,3.0,1.0,b'single',b'1',b'0',b'0',b'1',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0'
0.0,b'dawn',20.0,b'social_network',5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,b'M',2.0,1.5,1.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'happy_hour',20.0,b'social_network',5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,b'F',2.0,1.5,3.0,0.0,b'single',b'1',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
2.0,b'dinner',30.0,b'social_network',4.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,b'F',2.0,1.5,4.0,0.0,b'single',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1'
0.0,b'dinner',15.0,b'social_network',5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,b'F',1.0,1.5,4.0,1.0,b'single',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
0.0,b'happy_hour',15.0,b'by_chance',3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,b'F',5.0,3.0,2.0,1.0,b'married',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0'
0.0,b'afternoon',15.0,b'ads',5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,1.0,b'F',2.0,1.5,1.0,0.0,b'single',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1'
0.0,b'dinner',20.0,b'by_chance',5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,b'M',3.0,1.5,3.0,1.0,b'single',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0'
1.0,b'dinner',30.0,b'by_chance',5.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0,b'M',3.0,3.0,4.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0'
1.0,b'happy_hour',15.0,b'by_chance',5.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0,b'F',5.0,2.0,2.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'dinner',20.0,b'friend',5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,4.0,4.0,b'M',4.0,2.0,4.0,1.0,b'married',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
1.0,b'dinner',20.0,b'friend',5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,b'F',8.0,2.0,5.0,0.0,b'married',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1'
0.0,b'dinner',15.0,b'friend',5.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,b'F',3.0,1.5,4.0,1.0,b'married',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0'
4.0,b'dinner',20.0,b'social_network',5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,b'M',6.0,2.0,4.0,1.0,b'married',b'1',b'0',b'1',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1'
0.0,b'afternoon',15.0,b'friend',5.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,b'M',1.0,1.0,3.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
0.0,b'happy_hour',20.0,b'social_network',5.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,b'M',3.0,2.0,4.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1'
1.0,b'happy_hour',20.0,b'friend',5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,b'M',3.0,1.0,2.0,1.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0'
3.0,b'dawn',30.0,b'friend',5.0,5.0,4.0,5.0,4.0,1.0,5.0,3.0,3.0,2.0,2.0,b'M',1.0,1.0,1.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
4.0,b'dinner',15.0,b'by_chance',5.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,b'F',1.0,1.0,1.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0'
1.0,b'dinner',15.0,b'by_chance',2.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,b'F',1.0,0.0,1.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1'
4.0,b'dinner',20.0,b'friend',5.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,b'F',1.0,0.0,2.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
3.0,b'happy_hour',30.0,b'social_network',5.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,b'M',1.0,1.0,2.0,1.0,b'single',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0'
0.0,b'happy_hour',15.0,b'friend',5.0,4.0,3.0,2.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,b'M',3.0,5.0,1.0,0.0,b'married',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'1',b'0'
1.0,b'dinner',15.0,b'friend',5.0,5.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,1.0,1.0,b'F',1.0,1.0,1.0,0.0,b'single',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0'
2.0,b'dinner',15.0,b'ads',4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,b'F',1.0,0.0,1.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1'
3.0,b'happy_hour',15.0,b'friend',4.0,5.0,1.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,b'F',1.0,0.0,2.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
2.0,b'happy_hour',15.0,b'friend',5.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,b'F',1.0,0.0,1.0,0.0,b'single',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1'
2.0,b'happy_hour',15.0,b'friend',5.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0,b'M',2.0,1.0,3.0,1.0,b'single',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0'
1.0,b'dinner',15.0,b'friend',5.0,5.0,1.0,4.0,5.0,4.0,2.0,1.0,4.0,4.0,1.0,b'F',4.0,1.0,1.0,1.0,b'divorced',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
